Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,
Data,0,record,timestamp,"968193248",s,distance,"2044.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"4",rpm,power,"150",watts,altitude,"123.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"123.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968193249",s,distance,"2045.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"5",rpm,power,"150",watts,altitude,"122.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"122.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968193250",s,distance,"2046.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"6",rpm,power,"150",watts,altitude,"121.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"121.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968193251",s,distance,"2047.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"7",rpm,power,"150",watts,altitude,"120.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"120.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"968193252",s,distance,"2048.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"8",rpm,power,"150",watts,altitude,"119.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"119.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"968193253",s,distance,"2049.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"9",rpm,power,"150",watts,altitude,"118.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"118.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"968193254",s,distance,"2050.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"10",rpm,power,"150",watts,altitude,"117.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"117.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"968193255",s,distance,"2051.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"11",rpm,power,"150",watts,altitude,"116.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"116.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"968193256",s,distance,"2052.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"12",rpm,power,"150",watts,altitude,"115.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"115.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"968193257",s,distance,"2053.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"13",rpm,power,"150",watts,altitude,"114.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"114.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"968193258",s,distance,"2054.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"14",rpm,power,"150",watts,altitude,"113.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"113.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"968193259",s,distance,"2055.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"15",rpm,power,"150",watts,altitude,"112.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"112.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"968193260",s,distance,"2056.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"16",rpm,power,"150",watts,altitude,"111.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"111.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"968193261",s,distance,"2057.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"17",rpm,power,"150",watts,altitude,"110.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"110.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"968193262",s,distance,"2058.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"18",rpm,power,"150",watts,altitude,"109.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"109.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"968193263",s,distance,"2059.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"19",rpm,power,"150",watts,altitude,"108.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"108.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"968193264",s,distance,"2060.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"20",rpm,power,"150",watts,altitude,"107.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"107.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"968193265",s,distance,"2061.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"21",rpm,power,"150",watts,altitude,"106.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"106.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"968193266",s,distance,"2062.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"22",rpm,power,"150",watts,altitude,"105.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"105.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"968193267",s,distance,"2063.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"23",rpm,power,"150",watts,altitude,"104.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"104.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"968193268",s,distance,"2064.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"24",rpm,power,"150",watts,altitude,"103.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"103.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"968193269",s,distance,"2065.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"25",rpm,power,"150",watts,altitude,"102.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"102.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"968193270",s,distance,"2066.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"26",rpm,power,"150",watts,altitude,"101.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"101.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"968193271",s,distance,"2067.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"27",rpm,power,"150",watts,altitude,"100.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"100.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"968193272",s,distance,"2068.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"28",rpm,power,"150",watts,altitude,"99.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"99.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"968193273",s,distance,"2069.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"29",rpm,power,"150",watts,altitude,"98.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"98.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"968193274",s,distance,"2070.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"30",rpm,power,"150",watts,altitude,"97.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"97.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"968193275",s,distance,"2071.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"31",rpm,power,"150",watts,altitude,"96.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"96.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"968193276",s,distance,"2072.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"32",rpm,power,"150",watts,altitude,"95.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"95.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"968193277",s,distance,"2073.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"33",rpm,power,"150",watts,altitude,"94.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"94.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"968193278",s,distance,"2074.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"34",rpm,power,"150",watts,altitude,"93.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"93.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968193279",s,distance,"2075.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"35",rpm,power,"150",watts,altitude,"92.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"92.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968193280",s,distance,"2076.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"36",rpm,power,"150",watts,altitude,"91.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"91.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968193281",s,distance,"2077.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"37",rpm,power,"150",watts,altitude,"90.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"90.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"968193282",s,distance,"2078.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"38",rpm,power,"150",watts,altitude,"89.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"89.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"968193283",s,distance,"2079.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"39",rpm,power,"150",watts,altitude,"88.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"88.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"968193284",s,distance,"2080.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"40",rpm,power,"150",watts,altitude,"87.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"87.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"968193285",s,distance,"2081.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"41",rpm,power,"150",watts,altitude,"86.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"86.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"968193286",s,distance,"2082.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"42",rpm,power,"150",watts,altitude,"85.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"85.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"968193287",s,distance,"2083.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"43",rpm,power,"150",watts,altitude,"84.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"84.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"968193288",s,distance,"2084.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"44",rpm,power,"150",watts,altitude,"83.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"83.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"968193289",s,distance,"2085.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"45",rpm,power,"150",watts,altitude,"82.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"82.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"968193290",s,distance,"2086.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"46",rpm,power,"150",watts,altitude,"81.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"81.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"968193291",s,distance,"2087.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"47",rpm,power,"150",watts,altitude,"80.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"80.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"968193292",s,distance,"2088.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"48",rpm,power,"150",watts,altitude,"79.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"79.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"968193293",s,distance,"2089.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"49",rpm,power,"150",watts,altitude,"78.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"78.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"968193294",s,distance,"2090.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"50",rpm,power,"150",watts,altitude,"77.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"77.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"968193295",s,distance,"2091.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"51",rpm,power,"150",watts,altitude,"76.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"76.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"968193296",s,distance,"2092.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"52",rpm,power,"150",watts,altitude,"75.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"75.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"968193297",s,distance,"2093.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"53",rpm,power,"150",watts,altitude,"74.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"74.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"968193298",s,distance,"2094.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"54",rpm,power,"150",watts,altitude,"73.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"73.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"968193299",s,distance,"2095.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"55",rpm,power,"150",watts,altitude,"72.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"72.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"968193300",s,distance,"2096.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"56",rpm,power,"150",watts,altitude,"71.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"71.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"968193301",s,distance,"2097.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"57",rpm,power,"150",watts,altitude,"70.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"70.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"968193302",s,distance,"2098.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"58",rpm,power,"150",watts,altitude,"69.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"69.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"968193303",s,distance,"2099.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"59",rpm,power,"150",watts,altitude,"68.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"68.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"968193304",s,distance,"2100.0",m,speed,"1.0",m/s,heart_rate,"126",bpm,cadence,"60",rpm,power,"150",watts,altitude,"67.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"67.0",m,Heart Rate,"126",bpm,
Data,0,record,timestamp,"968193305",s,distance,"2101.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"61",rpm,power,"150",watts,altitude,"66.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"66.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"968193306",s,distance,"2102.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"62",rpm,power,"150",watts,altitude,"65.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"65.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"968193307",s,distance,"2103.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"63",rpm,power,"150",watts,altitude,"64.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"64.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"968193308",s,distance,"2104.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"64",rpm,power,"150",watts,altitude,"63.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"63.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968193309",s,distance,"2105.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"65",rpm,power,"150",watts,altitude,"62.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"62.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968193310",s,distance,"2106.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"66",rpm,power,"150",watts,altitude,"61.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"61.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968193311",s,distance,"2107.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"67",rpm,power,"150",watts,altitude,"60.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"60.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"968193312",s,distance,"2108.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"68",rpm,power,"150",watts,altitude,"59.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"59.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"968193313",s,distance,"2109.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"69",rpm,power,"150",watts,altitude,"58.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"58.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"968193314",s,distance,"2110.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"70",rpm,power,"150",watts,altitude,"57.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"57.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"968193315",s,distance,"2111.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"71",rpm,power,"150",watts,altitude,"56.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"56.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"968193316",s,distance,"2112.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"72",rpm,power,"150",watts,altitude,"55.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"55.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"968193317",s,distance,"2113.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"73",rpm,power,"150",watts,altitude,"54.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"54.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"968193318",s,distance,"2114.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"74",rpm,power,"150",watts,altitude,"53.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"53.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"968193319",s,distance,"2115.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"75",rpm,power,"150",watts,altitude,"52.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"52.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"968193320",s,distance,"2116.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"76",rpm,power,"150",watts,altitude,"51.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"51.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"968193321",s,distance,"2117.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"77",rpm,power,"150",watts,altitude,"50.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"50.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"968193322",s,distance,"2118.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"78",rpm,power,"150",watts,altitude,"49.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"49.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"968193323",s,distance,"2119.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"79",rpm,power,"150",watts,altitude,"48.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"48.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"968193324",s,distance,"2120.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"80",rpm,power,"150",watts,altitude,"47.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"47.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"968193325",s,distance,"2121.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"81",rpm,power,"150",watts,altitude,"46.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"46.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"968193326",s,distance,"2122.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"82",rpm,power,"150",watts,altitude,"45.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"45.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"968193327",s,distance,"2123.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"83",rpm,power,"150",watts,altitude,"44.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"44.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"968193328",s,distance,"2124.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"84",rpm,power,"150",watts,altitude,"43.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"43.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"968193329",s,distance,"2125.0",m,speed,"1.0",m/s,heart_rate,"254",bpm,cadence,"85",rpm,power,"150",watts,altitude,"42.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"42.0",m,Heart Rate,"254",bpm,
Data,0,record,timestamp,"968193330",s,distance,"2126.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"86",rpm,power,"150",watts,altitude,"41.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"41.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"968193331",s,distance,"2127.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"87",rpm,power,"150",watts,altitude,"40.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"40.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"968193332",s,distance,"2128.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"88",rpm,power,"150",watts,altitude,"39.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"39.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"968193333",s,distance,"2129.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"89",rpm,power,"150",watts,altitude,"38.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"38.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"968193334",s,distance,"2130.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"90",rpm,power,"150",watts,altitude,"37.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"37.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"968193335",s,distance,"2131.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"91",rpm,power,"150",watts,altitude,"36.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"36.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"968193336",s,distance,"2132.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"92",rpm,power,"150",watts,altitude,"35.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"35.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"968193337",s,distance,"2133.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"93",rpm,power,"150",watts,altitude,"34.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"34.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"968193338",s,distance,"2134.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"94",rpm,power,"150",watts,altitude,"33.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"33.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"968193339",s,distance,"2135.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"95",rpm,power,"150",watts,altitude,"32.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"32.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"968193340",s,distance,"2136.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"96",rpm,power,"150",watts,altitude,"31.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"31.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"968193341",s,distance,"2137.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"97",rpm,power,"150",watts,altitude,"30.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"30.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"968193342",s,distance,"2138.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"98",rpm,power,"150",watts,altitude,"29.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"29.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"968193343",s,distance,"2139.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"99",rpm,power,"150",watts,altitude,"28.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"28.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"968193344",s,distance,"2140.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"100",rpm,power,"150",watts,altitude,"27.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"27.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"968193345",s,distance,"2141.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"101",rpm,power,"150",watts,altitude,"26.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"26.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"968193346",s,distance,"2142.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"102",rpm,power,"150",watts,altitude,"25.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"25.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"968193347",s,distance,"2143.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"103",rpm,power,"150",watts,altitude,"24.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"24.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"968193348",s,distance,"2144.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"104",rpm,power,"150",watts,altitude,"23.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"23.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968193349",s,distance,"2145.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"105",rpm,power,"150",watts,altitude,"22.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"22.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968193350",s,distance,"2146.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"106",rpm,power,"150",watts,altitude,"21.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"21.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968193351",s,distance,"2147.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"107",rpm,power,"150",watts,altitude,"20.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"20.0",m,Heart Rate,"150",bpm,
