Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,0,record,timestamp,"995751467",s,distance,"1587.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"57",rpm,power,"150",watts,altitude,"70.0",m,position_lat,"0",semicircles,position_long,"170084",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"70.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995751468",s,distance,"1588.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"58",rpm,power,"150",watts,altitude,"69.0",m,position_lat,"0",semicircles,position_long,"170191",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"69.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995751469",s,distance,"1589.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"59",rpm,power,"150",watts,altitude,"68.0",m,position_lat,"0",semicircles,position_long,"170298",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"68.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995751470",s,distance,"1590.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"60",rpm,power,"150",watts,altitude,"67.0",m,position_lat,"0",semicircles,position_long,"170405",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"67.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995751471",s,distance,"1591.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"61",rpm,power,"150",watts,altitude,"66.0",m,position_lat,"0",semicircles,position_long,"170512",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"66.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995751472",s,distance,"1592.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"62",rpm,power,"150",watts,altitude,"65.0",m,position_lat,"0",semicircles,position_long,"170619",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"65.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995751473",s,distance,"1593.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"63",rpm,power,"150",watts,altitude,"64.0",m,position_lat,"0",semicircles,position_long,"170727",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"64.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995751474",s,distance,"1594.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"64",rpm,power,"150",watts,altitude,"63.0",m,position_lat,"0",semicircles,position_long,"170834",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"63.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995751475",s,distance,"1595.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"65",rpm,power,"150",watts,altitude,"62.0",m,position_lat,"0",semicircles,position_long,"170941",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"62.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995751476",s,distance,"1596.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"66",rpm,power,"150",watts,altitude,"61.0",m,position_lat,"0",semicircles,position_long,"171048",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"61.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"995751477",s,distance,"1597.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"67",rpm,power,"150",watts,altitude,"60.0",m,position_lat,"0",semicircles,position_long,"171155",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"60.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"995751478",s,distance,"1598.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"68",rpm,power,"150",watts,altitude,"59.0",m,position_lat,"0",semicircles,position_long,"171262",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"59.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"995751479",s,distance,"1599.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"69",rpm,power,"150",watts,altitude,"58.0",m,position_lat,"0",semicircles,position_long,"171370",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"58.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"995751480",s,distance,"1600.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"70",rpm,power,"150",watts,altitude,"57.0",m,position_lat,"0",semicircles,position_long,"171477",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"57.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"995751481",s,distance,"1601.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"71",rpm,power,"150",watts,altitude,"56.0",m,position_lat,"0",semicircles,position_long,"171584",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"56.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"995751482",s,distance,"1602.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"72",rpm,power,"150",watts,altitude,"55.0",m,position_lat,"0",semicircles,position_long,"171691",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"55.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"995751483",s,distance,"1603.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"73",rpm,power,"150",watts,altitude,"54.0",m,position_lat,"0",semicircles,position_long,"171798",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"54.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"995751484",s,distance,"1604.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"74",rpm,power,"150",watts,altitude,"53.0",m,position_lat,"0",semicircles,position_long,"171905",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"53.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"995751485",s,distance,"1605.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"75",rpm,power,"150",watts,altitude,"52.0",m,position_lat,"0",semicircles,position_long,"172013",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"52.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"995751486",s,distance,"1606.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"76",rpm,power,"150",watts,altitude,"51.0",m,position_lat,"0",semicircles,position_long,"172120",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"51.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"995751487",s,distance,"1607.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"77",rpm,power,"150",watts,altitude,"50.0",m,position_lat,"0",semicircles,position_long,"172227",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"50.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"995751488",s,distance,"1608.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"78",rpm,power,"150",watts,altitude,"49.0",m,position_lat,"0",semicircles,position_long,"172334",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"49.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"995751489",s,distance,"1609.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"79",rpm,power,"150",watts,altitude,"48.0",m,position_lat,"0",semicircles,position_long,"172441",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"48.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"995751490",s,distance,"1610.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"80",rpm,power,"150",watts,altitude,"47.0",m,position_lat,"0",semicircles,position_long,"172549",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"47.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"995751491",s,distance,"1611.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"81",rpm,power,"150",watts,altitude,"46.0",m,position_lat,"0",semicircles,position_long,"172656",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"46.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995751492",s,distance,"1612.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"82",rpm,power,"150",watts,altitude,"45.0",m,position_lat,"0",semicircles,position_long,"172763",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"45.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995751493",s,distance,"1613.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"83",rpm,power,"150",watts,altitude,"44.0",m,position_lat,"0",semicircles,position_long,"172870",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"44.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995751494",s,distance,"1614.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"84",rpm,power,"150",watts,altitude,"43.0",m,position_lat,"0",semicircles,position_long,"172977",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"43.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995751495",s,distance,"1615.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"85",rpm,power,"150",watts,altitude,"42.0",m,position_lat,"0",semicircles,position_long,"173084",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"42.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995751496",s,distance,"1616.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"86",rpm,power,"150",watts,altitude,"41.0",m,position_lat,"0",semicircles,position_long,"173192",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"41.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"995751497",s,distance,"1617.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"87",rpm,power,"150",watts,altitude,"40.0",m,position_lat,"0",semicircles,position_long,"173299",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"40.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"995751498",s,distance,"1618.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"88",rpm,power,"150",watts,altitude,"39.0",m,position_lat,"0",semicircles,position_long,"173406",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"39.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"995751499",s,distance,"1619.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"89",rpm,power,"150",watts,altitude,"38.0",m,position_lat,"0",semicircles,position_long,"173513",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"38.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"995751500",s,distance,"1620.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"90",rpm,power,"150",watts,altitude,"37.0",m,position_lat,"0",semicircles,position_long,"173620",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"37.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"995751501",s,distance,"1621.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"91",rpm,power,"150",watts,altitude,"36.0",m,position_lat,"0",semicircles,position_long,"173727",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"36.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"995751502",s,distance,"1622.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"92",rpm,power,"150",watts,altitude,"35.0",m,position_lat,"0",semicircles,position_long,"173835",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"35.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"995751503",s,distance,"1623.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"93",rpm,power,"150",watts,altitude,"34.0",m,position_lat,"0",semicircles,position_long,"173942",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"34.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"995751504",s,distance,"1624.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"94",rpm,power,"150",watts,altitude,"33.0",m,position_lat,"0",semicircles,position_long,"174049",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"33.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"995751505",s,distance,"1625.0",m,speed,"1.0",m/s,heart_rate,"254",bpm,cadence,"95",rpm,power,"150",watts,altitude,"32.0",m,position_lat,"0",semicircles,position_long,"174156",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"32.0",m,Heart Rate,"254",bpm,
Data,0,record,timestamp,"995751506",s,distance,"1626.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"96",rpm,power,"150",watts,altitude,"31.0",m,position_lat,"0",semicircles,position_long,"174263",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"31.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"995751507",s,distance,"1627.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"97",rpm,power,"150",watts,altitude,"30.0",m,position_lat,"0",semicircles,position_long,"174370",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"30.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"995751508",s,distance,"1628.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"98",rpm,power,"150",watts,altitude,"29.0",m,position_lat,"0",semicircles,position_long,"174478",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"29.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"995751509",s,distance,"1629.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"99",rpm,power,"150",watts,altitude,"28.0",m,position_lat,"0",semicircles,position_long,"174585",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"28.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"995751510",s,distance,"1630.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"100",rpm,power,"150",watts,altitude,"27.0",m,position_lat,"0",semicircles,position_long,"174692",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"27.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"995751511",s,distance,"1631.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"101",rpm,power,"150",watts,altitude,"26.0",m,position_lat,"0",semicircles,position_long,"174799",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"26.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"995751512",s,distance,"1632.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"102",rpm,power,"150",watts,altitude,"25.0",m,position_lat,"0",semicircles,position_long,"174906",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"25.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"995751513",s,distance,"1633.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"103",rpm,power,"150",watts,altitude,"24.0",m,position_lat,"0",semicircles,position_long,"175014",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"24.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"995751514",s,distance,"1634.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"104",rpm,power,"150",watts,altitude,"23.0",m,position_lat,"0",semicircles,position_long,"175121",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"23.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"995751515",s,distance,"1635.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"105",rpm,power,"150",watts,altitude,"22.0",m,position_lat,"0",semicircles,position_long,"175228",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"22.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995751516",s,distance,"1636.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"106",rpm,power,"150",watts,altitude,"21.0",m,position_lat,"0",semicircles,position_long,"175335",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"21.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995751517",s,distance,"1637.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"107",rpm,power,"150",watts,altitude,"20.0",m,position_lat,"0",semicircles,position_long,"175442",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"20.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995751518",s,distance,"1638.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"108",rpm,power,"150",watts,altitude,"19.0",m,position_lat,"0",semicircles,position_long,"175549",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"19.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995751519",s,distance,"1639.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"109",rpm,power,"150",watts,altitude,"18.0",m,position_lat,"0",semicircles,position_long,"175657",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"18.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995751520",s,distance,"1640.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"110",rpm,power,"150",watts,altitude,"17.0",m,position_lat,"0",semicircles,position_long,"175764",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"17.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"995751521",s,distance,"1641.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"111",rpm,power,"150",watts,altitude,"16.0",m,position_lat,"0",semicircles,position_long,"175871",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"16.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"995751522",s,distance,"1642.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"112",rpm,power,"150",watts,altitude,"15.0",m,position_lat,"0",semicircles,position_long,"175978",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"15.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"995751523",s,distance,"1643.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"113",rpm,power,"150",watts,altitude,"14.0",m,position_lat,"0",semicircles,position_long,"176085",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"14.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"995751524",s,distance,"1644.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"114",rpm,power,"150",watts,altitude,"13.0",m,position_lat,"0",semicircles,position_long,"176192",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"13.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"995751525",s,distance,"1645.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"115",rpm,power,"150",watts,altitude,"12.0",m,position_lat,"0",semicircles,position_long,"176300",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"12.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"995751526",s,distance,"1646.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"116",rpm,power,"150",watts,altitude,"11.0",m,position_lat,"0",semicircles,position_long,"176407",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"11.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"995751527",s,distance,"1647.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"117",rpm,power,"150",watts,altitude,"10.0",m,position_lat,"0",semicircles,position_long,"176514",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"10.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"995751528",s,distance,"1648.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"118",rpm,power,"150",watts,altitude,"9.0",m,position_lat,"0",semicircles,position_long,"176621",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"9.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"995751529",s,distance,"1649.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"119",rpm,power,"150",watts,altitude,"8.0",m,position_lat,"0",semicircles,position_long,"176728",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"8.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"995751530",s,distance,"1650.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"120",rpm,power,"150",watts,altitude,"7.0",m,position_lat,"0",semicircles,position_long,"176835",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"7.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"995751531",s,distance,"1651.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"121",rpm,power,"150",watts,altitude,"6.0",m,position_lat,"0",semicircles,position_long,"176943",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"6.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"995751532",s,distance,"1652.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"122",rpm,power,"150",watts,altitude,"5.0",m,position_lat,"0",semicircles,position_long,"177050",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"5.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"995751533",s,distance,"1653.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"123",rpm,power,"150",watts,altitude,"4.0",m,position_lat,"0",semicircles,position_long,"177157",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"4.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"995751534",s,distance,"1654.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"124",rpm,power,"150",watts,altitude,"3.0",m,position_lat,"0",semicircles,position_long,"177264",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"3.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"995751535",s,distance,"1655.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"125",rpm,power,"150",watts,altitude,"2.0",m,position_lat,"0",semicircles,position_long,"177371",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"2.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995751536",s,distance,"1656.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"126",rpm,power,"150",watts,altitude,"1.0",m,position_lat,"0",semicircles,position_long,"177478",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"1.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995751537",s,distance,"1657.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"127",rpm,power,"250",watts,altitude,"0.0",m,position_lat,"0",semicircles,position_long,"177586",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"0.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995751538",s,distance,"1658.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"128",rpm,power,"250",watts,altitude,"1.0",m,position_lat,"0",semicircles,position_long,"177693",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"1.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995751539",s,distance,"1659.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"129",rpm,power,"250",watts,altitude,"2.0",m,position_lat,"0",semicircles,position_long,"177800",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"2.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995751540",s,distance,"1660.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"130",rpm,power,"250",watts,altitude,"3.0",m,position_lat,"0",semicircles,position_long,"177907",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"3.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995751541",s,distance,"1661.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"131",rpm,power,"250",watts,altitude,"4.0",m,position_lat,"0",semicircles,position_long,"178014",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"4.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995751542",s,distance,"1662.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"132",rpm,power,"250",watts,altitude,"5.0",m,position_lat,"0",semicircles,position_long,"178122",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"5.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995751543",s,distance,"1663.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"133",rpm,power,"250",watts,altitude,"6.0",m,position_lat,"0",semicircles,position_long,"178229",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"6.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995751544",s,distance,"1664.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"134",rpm,power,"250",watts,altitude,"7.0",m,position_lat,"0",semicircles,position_long,"178336",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"7.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"995751545",s,distance,"1665.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"135",rpm,power,"250",watts,altitude,"8.0",m,position_lat,"0",semicircles,position_long,"178443",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"8.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"995751546",s,distance,"1666.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"136",rpm,power,"250",watts,altitude,"9.0",m,position_lat,"0",semicircles,position_long,"178550",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"9.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"995751547",s,distance,"1667.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"137",rpm,power,"250",watts,altitude,"10.0",m,position_lat,"0",semicircles,position_long,"178657",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"10.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"995751548",s,distance,"1668.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"138",rpm,power,"250",watts,altitude,"11.0",m,position_lat,"0",semicircles,position_long,"178765",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"11.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"995751549",s,distance,"1669.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"139",rpm,power,"250",watts,altitude,"12.0",m,position_lat,"0",semicircles,position_long,"178872",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"12.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"995751550",s,distance,"1670.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"140",rpm,power,"250",watts,altitude,"13.0",m,position_lat,"0",semicircles,position_long,"178979",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"13.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"995751551",s,distance,"1671.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"141",rpm,power,"250",watts,altitude,"14.0",m,position_lat,"0",semicircles,position_long,"179086",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"14.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"995751552",s,distance,"1672.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"142",rpm,power,"250",watts,altitude,"15.0",m,position_lat,"0",semicircles,position_long,"179193",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"15.0",m,Heart Rate,"2",bpm,
